stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,stop_id
13843,13843,Bayview Station - Westbound Platform,,43.766951,-79.38673,,,,,,1,13843
13861,13861,Sheppard-Yonge Station - Subway Platform,,43.761648,-79.410091,,,,,,1,13861
14653,14653,Sheppard West Station,,43.749659,-79.462575,,,,,,1,14653
14678,14678,Cedarvale Station,,43.699706,-79.436312,,,,,,1,14678
14776,14776,Spadina Station,,43.667424,-79.403665,,,,,,1,14776
14809,14809,York Mills Station,,43.745153,-79.406546,,,,,,1,14809
14818,14818,St Clair Station,,43.687733,-79.392216,,,,,,1,14818
14859,14859,Coxwell Station,,43.68397,-79.322979,,,,,,1,14859
14954,14954,Eglinton Station,,43.704931,-79.398536,,,,,,1,14954
14955,14955,Finch Station,,43.780488,-79.414808,,,,,,1,14955
14956,14956,Finch Station,,43.781435,-79.41502,,,,,,1,14956
14963,14963,Victoria Park Ave at Victoria Park Station,,43.694409,-79.289812,,,,,,1,14963
14975,14975,Victoria Park Station,,43.694476,-79.288705,,,,,,1,14975
14976,14976,Victoria Park Station,,43.694411,-79.289249,,,,,,1,14976
15002,15002,Scarborough Centre Station,,43.774141,-79.258721,,,,,,1,15002
15018,15018,Sheppard Ave East at Reidmount Ave - Agincourt GO Station,,43.784251,-79.284671,,,,,,2,15018
15052,15052,Kipling Station,,43.638467,-79.534689,,,,,,1,15052
15055,15055,Wilson Station,,43.734777,-79.451045,,,,,,2,15055
15080,15080,Spadina Station,,43.66732,-79.403612,,,,,,1,15080
15092,15092,Runnymede Station,,43.651824,-79.475539,,,,,,1,15092
15184,15184,Lawrence Station,,43.725245,-79.402249,,,,,,1,15184
15192,15192,Keele Station,,43.655578,-79.459892,,,,,,1,15192
15317,15317,Wilson Station,,43.734804,-79.451075,,,,,,2,15317
15330,15330,Don Mills Station,,43.775799,-79.346887,,,,,,1,15330
15434,15434,Keele St at Bloor St West - Keele Station,,43.655485,-79.460098,,,,,,1,15434
15463,15463,Wilson Station,,43.734268,-79.450679,,,,,,2,15463
15464,15464,Wilson Station,,43.734901,-79.450914,,,,,,2,15464
15465,15465,Wilson Station,,43.734735,-79.450865,,,,,,2,15465
15466,15466,Wilson Station,,43.734302,-79.450724,,,,,,2,15466
15318,15318,Wilson Station,,43.734937,-79.451122,,,,,,2,15318
15527,15527,Bloor St West at Bedford Rd West Side - St. George Station,,43.668013,-79.397785,,,,,,1,15527
15594,15594,Renforth Station at Bus Bay 6,,43.66359,-79.590572,,,,,,1,15594
15597,15597,McCowan Rd at Walkway To Snowden Cir - Centennial GO Station,,43.875011,-79.286562,,,,,,1,15597
15599,15599,Renforth Station at Bus Bay 3,,43.663613,-79.590482,,,,,,1,15599
15308,15308,St Clair West Station,,43.684297,-79.415609,,,,,,1,15308
15657,15657,Pioneer Village Station - Southbound Platform,,43.77675,-79.509372,,,,,,1,15657
15656,15656,Pioneer Village Station - Northbound Platform,,43.776741,-79.509334,,,,,,1,15656
15659,15659,Finch West Station - Northbound Platform,,43.764855,-79.491118,,,,,,1,15659
15658,15658,Finch West Station - Southbound Platform,,43.764855,-79.491118,,,,,,1,15658
15664,15664,Downsview Park Station - Northbound Platform,,43.753311,-79.478693,,,,,,1,15664
15665,15665,Downsview Park Station - Southbound Platform,,43.753311,-79.478693,,,,,,1,15665
15661,15661,Highway 407 Station - Northbound Platform,,43.783359,-79.523454,,,,,,1,15661
15660,15660,Highway 407 Station - Southbound Platform,,43.783359,-79.523454,,,,,,1,15660
15662,15662,Vaughan Metropolitan Centre Station - Subway Platform,,43.794021,-79.527906,,,,,,1,15662
15663,15663,Vaughan Metropolitan Centre Station - Southbound Platform,,43.794021,-79.527906,,,,,,1,15663
15571,15571,Pioneer Village Station,,43.776668,-79.508937,,,,,,1,15571
15572,15572,Pioneer Village Station,,43.776747,-79.509208,,,,,,1,15572
15573,15573,Pioneer Village Station,,43.776806,-79.509408,,,,,,1,15573
15574,15574,Pioneer Village Station,,43.776878,-79.50968,,,,,,1,15574
15575,15575,Pioneer Village Station,,43.776939,-79.509883,,,,,,1,15575
15577,15577,Pioneer Village Station,,43.777064,-79.50966,,,,,,1,15577
15578,15578,Pioneer Village Station,,43.776996,-79.509404,,,,,,1,15578
15579,15579,Pioneer Village Station,,43.776902,-79.509087,,,,,,1,15579
15580,15580,Pioneer Village Station,,43.776839,-79.508835,,,,,,1,15580
15581,15581,Pioneer Village Station,,43.776783,-79.50861,,,,,,1,15581
15565,15565,Finch West Station,,43.765364,-79.490954,,,,,,1,15565
15566,15566,Finch West Station,,43.765126,-79.490896,,,,,,1,15566
15567,15567,Finch West Station,,43.764919,-79.490859,,,,,,1,15567
15568,15568,Finch West Station,,43.764723,-79.49081,,,,,,1,15568
15653,15653,Keele St at Four Winds Dr - Finch West Station,,43.765411,-79.491477,,,,,,1,15653
15631,15631,Sheppard Ave West at Vitti St - Downsview Park Station,,43.754173,-79.480489,,,,,,1,15631
15637,15637,King St West at Yonge St West Side - King Station,,43.649058,-79.378565,,,,,,1,15637
15638,15638,King St West at Yonge St East Side - King Station,,43.649232,-79.377256,,,,,,1,15638
15641,15641,King St West at Simcoe St - St. Andrew Station,,43.647487,-79.385957,,,,,,1,15641
15642,15642,King St West at York St - St Andrew Station,,43.647809,-79.383692,,,,,,1,15642
15715,15715,Newcastle St at Windsor St - Mimico GO Station,,43.617842,-79.497107,,,,,,1,15715
15731,15731,Don Mills Rd at Eglinton Ave East - Don Valley Station,,43.720271,-79.338737,,,,,,2,15731
15297,15297,Old Mill Station,,43.650311,-79.495025,,,,,,2,15297
15856,15856,High Park Station at Bus Bay 3,,43.654196,-79.465648,,,,,,1,15856
13151,13151,Opposite 1042 Sheppard Ave West- Sheppard West Station,,43.750517,-79.461721,,,,,,2,13151
15889,15889,University Ave at College St - Queen's Park Station,,43.659593,-79.390491,,,,,,1,15889
15901,15901,Eglinton Ave East at Bellamy Rd North West Side - Eglinton GO Station,,43.740238,-79.232608,,,,,,1,15901
15906,15906,Kingston Rd at Celeste Dr East Side - Guildwood GO Station,,43.757245,-79.198945,,,,,,1,15906
15907,15907,Kingston Rd at Celeste Dr West Side - Guildwood GO Station,,43.756753,-79.199757,,,,,,1,15907
15999,15999,Weston Rd at Wright Ave - Weston GO Station,,43.69826,-79.510864,,,,,,1,15999
16037,16037,Rouge Hill GO Station Loop,,43.780709,-79.130359,,,,,,1,16037
16045,16045,Islington Station,,43.644815,-79.524752,,,,,,2,16045
16046,16046,Islington Station,,43.64486,-79.52454,,,,,,2,16046
16047,16047,Islington Station,,43.644905,-79.524316,,,,,,2,16047
16094,16094,Yonge St at Carlton St North Side - College Station,,43.661798,-79.383158,,,,,,1,16094
16289,16289,Humber College Station LRT Platform,,43.729905,-79.601445,,,,,,1,16289
16290,16290,Humber College Station LRT Platform,,43.729891,-79.601616,,,,,,1,16290
16291,16291,Westmore Station Eastbound Platform,,43.734701,-79.60071,,,,,,1,16291
16292,16292,Westmore Station Westbound Platform,,43.734799,-79.600708,,,,,,1,16292
16293,16293,Martin Grove Station Eastbound Platform,,43.736708,-79.591916,,,,,,1,16293
16294,16294,Martin Grove Station Westbound Platform,,43.736771,-79.591921,,,,,,1,16294
16295,16295,Albion Station Eastbound Platform,,43.741404,-79.589034,,,,,,1,16295
16296,16296,Albion Station Westbound Platform,,43.740937,-79.589332,,,,,,1,16296
16297,16297,Stevenson Station Eastbound Platform,,43.743185,-79.586943,,,,,,1,16297
16298,16298,Stevenson Station Westbound Platform,,43.743253,-79.586955,,,,,,1,16298
16299,16299,Mount Olive Station Eastbound Platform,,43.74327,-79.58177,,,,,,1,16299
16300,16300,Mount Olive Station Westbound Platform,,43.743335,-79.581793,,,,,,1,16300
16301,16301,Rowntree Mills Station Eastbound Platform,,43.746365,-79.568298,,,,,,1,16301
16302,16302,Rowntree Mills Station Westbound Platform,,43.746257,-79.568861,,,,,,1,16302
16303,16303,Pearldale Station Eastbound Platform,,43.747724,-79.562493,,,,,,1,16303
16304,16304,Pearldale Station Westbound Platform,,43.747762,-79.562501,,,,,,1,16304
16305,16305,Duncanwoods Station Eastbound Platform,,43.748853,-79.557338,,,,,,1,16305
16306,16306,Duncanwoods Station Westbound Platform,,43.748802,-79.557768,,,,,,1,16306
16307,16307,Milvan Rumike Station Eastbound Platform,,43.749999,-79.552029,,,,,,1,16307
16308,16308,Milvan Rumike Station Westbound Platform,,43.749943,-79.552589,,,,,,1,16308
16309,16309,Emery Station Eastbound Platform,,43.752088,-79.542106,,,,,,1,16309
16310,16310,Emery Station Westbound Platform,,43.752073,-79.542678,,,,,,1,16310
16311,16311,Signet Arrow Station Eastbound Platform,,43.753302,-79.53593,,,,,,1,16311
16312,16312,Signet Arrow Station Westbound Platform,,43.753283,-79.536521,,,,,,1,16312
16313,16313,Norfinch Oakdale Station Eastbound Platform,,43.755953,-79.524004,,,,,,1,16313
16314,16314,Norfinch Oakdale Station Westbound Platform,,43.755933,-79.524499,,,,,,1,16314
16315,16315,Jane and Finch Station Eastbound Platform,,43.757205,-79.517421,,,,,,1,16315
16316,16316,Jane and Finch Station Westbound Platform,,43.757291,-79.518004,,,,,,1,16316
16317,16317,Driftwood Station Eastbound Platform,,43.758068,-79.51316,,,,,,1,16317
16318,16318,Driftwood Station Westbound Platform,,43.758068,-79.513549,,,,,,1,16318
16319,16319,Tobermory Station Eastbound Platform,,43.759309,-79.507742,,,,,,1,16319
16320,16320,Tobermory Station Westbound Platform,,43.759356,-79.508094,,,,,,1,16320
16321,16321,Sentinel Station Eastbound Platform,,43.761085,-79.499846,,,,,,1,16321
16322,16322,Sentinel Station Westbound Platform,,43.761076,-79.500232,,,,,,1,16322
16323,16323,Finch West Station LRT Platform,,43.763147,-79.490703,,,,,,1,16323
16324,16324,Finch West Station LRT Platform,,43.76334,-79.490789,,,,,,1,16324
16335,16335,Scarborough Centre Station,,43.774807,-79.256381,,,,,,1,16335
16345,16345,Downsview Park Trail at Downsview Park Station,,43.753599,-79.477497,,,,,,1,16345
16333,16333,Scarborough Centre Station,,43.774771,-79.256867,,,,,,1,16333
16334,16334,Scarborough Centre Station,,43.774789,-79.256643,,,,,,1,16334
16350,16350,Castle Frank Station,,43.673323,-79.369448,,,,,,1,16350
15291,15291,Kennedy Station - Platform A,,43.732569,-79.263049,,,,,,1,15291
15306,15306,St Clair Station,,43.68768,-79.392714,,,,,,1,15306
16381,16381,Kennedy Station - Platform B,,43.731718,-79.263836,,,,,,1,16381
16390,16390,Kennedy Station - Platform B,,43.731978,-79.263574,,,,,,1,16390
16391,16391,Kennedy Station - Platform B,,43.732014,-79.263424,,,,,,1,16391
16392,16392,Kennedy Station - Platform B,,43.732067,-79.263249,,,,,,1,16392
16393,16393,Kennedy Station - Platform B,,43.731995,-79.262851,,,,,,1,16393
16394,16394,Kennedy Station - Platform B,,43.731861,-79.262789,,,,,,1,16394
16453,16453,Kennedy Station Drop-off Platform,,43.732229,-79.263511,,,,,,2,16453
16067,16067,Mount Dennis Station LRT Platform,,43.688025,-79.485789,,,,,,1,16067
16068,16068,Mount Dennis Station LRT Platform,,43.688025,-79.485789,,,,,,1,16068
16069,16069,Cedarvale Station Eastbound Platform,,43.69893,-79.435639,,,,,,1,16069
16070,16070,Cedarvale Station Westbound Platform,,43.698988,-79.436377,,,,,,1,16070
16071,16071,Avenue Station Eastbound Platform,,43.704723,-79.408728,,,,,,1,16071
16072,16072,Avenue Station Westbound Platform,,43.704902,-79.409062,,,,,,1,16072
16073,16073,Eglinton Station Eastbound Platform,,43.70638,-79.398765,,,,,,1,16073
16074,16074,Eglinton Station Westbound Platform,,43.70649,-79.399186,,,,,,1,16074
16075,16075,Laird Station Eastbound Platform,,43.713199,-79.364733,,,,,,1,16075
16076,16076,Laird Station Westbound Platform,,43.713339,-79.365328,,,,,,1,16076
16077,16077,Don Valley Station Eastbound Platform,,43.719956,-79.338946,,,,,,2,16077
16078,16078,Don Valley Station Westbound Platform,,43.720068,-79.33941,,,,,,2,16078
16079,16079,Sloane Station Eastbound Platform,,43.725837,-79.312252,,,,,,1,16079
16080,16080,Sloane Station Westbound Platform,,43.726003,-79.313108,,,,,,1,16080
16081,16081,Kennedy Station LRT Platform,,43.732791,-79.26448,,,,,,1,16081
16082,16082,Kennedy Station LRT Platform,,43.732791,-79.26448,,,,,,1,16082
16083,16083,Caledonia Station Eastbound Platform,,43.692324,-79.465079,,,,,,1,16083
16084,16084,Caledonia Station Westbound Platform,,43.692372,-79.465699,,,,,,1,16084
16085,16085,Golden Mile Station Eastbound Platform,,43.7281,-79.286352,,,,,,1,16085
16086,16086,Golden Mile Station Westbound Platform,,43.727631,-79.288901,,,,,,1,16086
16202,16202,Keelesdale Station Eastbound Platform,,43.690413,-79.474533,,,,,,1,16202
16203,16203,Keelesdale Station Westbound Platform,,43.690613,-79.474819,,,,,,1,16203
16204,16204,Fairbank Station Eastbound Platform,,43.695744,-79.44926,,,,,,1,16204
16205,16205,Fairbank Station Westbound Platform,,43.69579,-79.449625,,,,,,1,16205
16206,16206,Oakwood Station Eastbound Platform,,43.697429,-79.442726,,,,,,1,16206
16207,16207,Oakwood Station Westbound Platform,,43.697542,-79.44319,,,,,,1,16207
16208,16208,Forest Hill Station Eastbound Platform,,43.701136,-79.425086,,,,,,1,16208
16209,16209,Forest Hill Station Westbound Platform,,43.701262,-79.425518,,,,,,1,16209
16210,16210,Chaplin Station Eastbound Platform,,43.702913,-79.417098,,,,,,1,16210
16211,16211,Chaplin Station Westbound Platform,,43.703009,-79.417709,,,,,,1,16211
16212,16212,Mount Pleasant Station Eastbound Platform,,43.708503,-79.390329,,,,,,1,16212
16213,16213,Mount Pleasant Station Westbound Platform,,43.708666,-79.390542,,,,,,1,16213
16214,16214,Leaside Station Eastbound Platform,,43.710767,-79.376475,,,,,,1,16214
16215,16215,Leaside Station Westbound Platform,,43.710986,-79.376902,,,,,,1,16215
16216,16216,Sunnybrook Park Station Eastbound Platform,,43.717392,-79.34872,,,,,,1,16216
16217,16217,Sunnybrook Park Station Westbound Platform,,43.717225,-79.349549,,,,,,1,16217
16218,16218,Aga Khan Park & Museum Station Eastbound Platform,,43.722496,-79.332284,,,,,,1,16218
16219,16219,Aga Khan Park & Museum Station Westbound Platform,,43.722342,-79.3331,,,,,,1,16219
16220,16220,Wynford Station Eastbound Platform,,43.724139,-79.326236,,,,,,1,16220
16221,16221,Wynford Station Westbound Platform,,43.724027,-79.327084,,,,,,1,16221
16222,16222,O'Connor Station Eastbound Platform,,43.72482,-79.301367,,,,,,1,16222
16223,16223,O'Connor Station Westbound Platform,,43.724831,-79.302203,,,,,,1,16223
16224,16224,Pharmacy Station Eastbound Platform,,43.725881,-79.296325,,,,,,1,16224
16225,16225,Pharmacy Station Westbound Platform,,43.7258,-79.297159,,,,,,1,16225
16226,16226,Hakimi Lebovic Station Eastbound Platform,,43.727226,-79.290298,,,,,,1,16226
16227,16227,Hakimi Lebovic Station Westbound Platform,,43.726768,-79.292811,,,,,,1,16227
16228,16228,Birchmount Station Eastbound Platform,,43.730223,-79.276636,,,,,,1,16228
16229,16229,Birchmount Station Westbound Platform,,43.730139,-79.277472,,,,,,1,16229
16230,16230,Ionview Station Eastbound Platform,,43.731366,-79.271673,,,,,,1,16230
16231,16231,Ionview Station Westbound Platform,,43.731257,-79.272512,,,,,,1,16231
15304,15304,St Clair Station,,43.687832,-79.392913,,,,,,1,15304
16578,16578,Adelaide St West at Yonge St - King Station,,43.650274,-79.378551,,,,,,2,16578
16579,16579,Keelesdale Station,,43.69066,-79.474799,,,,,,1,16579
16581,16581,Keelesdale Station,,43.691096,-79.474734,,,,,,1,16581
16583,16583,Keelesdale Station,,43.690763,-79.474988,,,,,,1,16583
16585,16585,Mount Dennis Station,,43.688511,-79.487395,,,,,,1,16585
16586,16586,Mount Dennis Station,,43.688453,-79.487701,,,,,,1,16586
16587,16587,Mount Dennis Station,,43.6884,-79.487981,,,,,,1,16587
16588,16588,Mount Dennis Station,,43.68849,-79.488247,,,,,,1,16588
16589,16589,Mount Dennis Station,,43.688581,-79.488453,,,,,,1,16589
16590,16590,Mount Dennis Station,,43.688701,-79.488685,,,,,,1,16590
16591,16591,Mount Dennis Station,,43.68881,-79.488917,,,,,,1,16591
16592,16592,Mount Dennis Station,,43.688881,-79.488681,,,,,,1,16592
16593,16593,Mount Dennis Station,,43.688777,-79.488464,,,,,,1,16593
16594,16594,Mount Dennis Station,,43.688671,-79.488254,,,,,,1,16594
16595,16595,Mount Dennis Station,,43.688559,-79.488047,,,,,,1,16595
16596,16596,Mount Dennis Station,,43.688658,-79.487557,,,,,,1,16596
16598,16598,Mount Dennis Station,,43.688793,-79.486942,,,,,,1,16598
16599,16599,Caledonia Station,,43.692295,-79.465057,,,,,,1,16599
16600,16600,Caledonia Station,,43.692169,-79.465706,,,,,,1,16600
16602,16602,Don Valley Station,,43.72166,-79.33738,,,,,,1,16602
16603,16603,Don Valley Station,,43.721601,-79.337678,,,,,,1,16603
16604,16604,Don Valley Station,,43.721549,-79.337937,,,,,,1,16604
16636,16636,Warden Station,,43.709817,-79.280007,,,,,,1,16636
16639,16639,Warden Station,,43.710364,-79.279471,,,,,,1,16639
16640,16640,Warden Station,,43.710463,-79.280181,,,,,,1,16640
16642,16642,Warden Station,,43.710938,-79.28043,,,,,,1,16642
16643,16643,Warden Station,,43.711198,-79.280529,,,,,,1,16643
16638,16638,Warden Station,,43.710158,-79.279509,,,,,,1,16638
16670,16670,Aberfoyle Cres at Islington Ave (Islington Station),,43.645578,-79.523297,,,,,,1,16670
16714,16714,130 Westlake Rd - Guildwood Station,,43.75477,-79.19763,,,,,,1,16714
16733,16733,Don Valley Station,,43.721218,-79.337832,,,,,,1,16733
16754,16754,1 Front St West - Union Station,,43.646205,-79.377816,,,,,,1,16754
16760,16760,Toronto Pearson Airport - Viscount Station,,43.689608,-79.615454,,,,,,1,16760
stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,stop_id